department,job_role,salary,overtime,overtime_hours,hours_worked,projects_handled,performance_rating,productivity_score,years_at_company,attrition,hourly_rate,overtime_cost,efficiency_score,high_risk
Sales,Sales Executive,4717.0,No,5.0,45.0,8,3.0,0.6,11,No,29.48125,147.40625,0.09999999999999999,0
Research & Development,Manufacturing Director,13237.0,No,5.0,45.0,8,3.0,0.6,20,No,82.73125,413.65625,0.09999999999999999,0
Research & Development,Laboratory Technician,3755.0,No,5.0,45.0,7,3.0,0.6,8,No,23.46875,117.34375,0.09999999999999999,0
Sales,Sales Executive,6582.0,Yes,15.0,55.0,6,3.0,0.6,6,No,41.1375,617.0625,0.0375,1
Research & Development,Manufacturing Director,7406.0,Yes,15.0,55.0,4,4.0,0.8,10,No,46.2875,694.3125,0.05,0
Sales,Sales Executive,4805.0,No,5.0,45.0,6,3.0,0.6,8,No,30.03125,150.15625,0.09999999999999999,0
Human Resources,Human Resources,2741.0,Yes,15.0,55.0,6,3.0,0.6,7,Yes,17.13125,256.96875,0.0375,1
Research & Development,Manufacturing Director,4262.0,No,5.0,45.0,5,3.0,0.6,3,No,26.6375,133.1875,0.09999999999999999,0
Research & Development,Research Director,16184.0,No,5.0,45.0,7,3.0,0.6,6,No,101.15,505.75,0.09999999999999999,0
Sales,Manager,11557.0,No,5.0,45.0,5,4.0,0.8,5,No,72.23125,361.15625,0.13333333333333333,0
Sales,Sales Representative,1878.0,Yes,15.0,55.0,3,3.0,0.6,0,Yes,11.7375,176.0625,0.0375,1
Sales,Sales Executive,10932.0,No,5.0,45.0,4,3.0,0.6,1,No,68.325,341.625,0.09999999999999999,0
Research & Development,Healthcare Representative,6811.0,Yes,15.0,55.0,8,3.0,0.6,8,No,42.56875,638.53125,0.0375,1
Sales,Sales Executive,4306.0,No,5.0,45.0,8,3.0,0.6,0,No,26.9125,134.5625,0.09999999999999999,0
Sales,Sales Executive,4859.0,No,5.0,45.0,8,3.0,0.6,5,No,30.36875,151.84375,0.09999999999999999,0
Sales,Sales Executive,5337.0,No,5.0,45.0,5,3.0,0.6,10,No,33.35625,166.78125,0.09999999999999999,0
Research & Development,Laboratory Technician,2340.0,Yes,15.0,55.0,3,3.0,0.6,1,Yes,14.625,219.375,0.0375,1
Research & Development,Manufacturing Director,7491.0,No,5.0,45.0,5,3.0,0.6,6,No,46.81875,234.09375,0.09999999999999999,0
Research & Development,Healthcare Representative,10527.0,No,5.0,45.0,3,3.0,0.6,2,No,65.79375,328.96875,0.09999999999999999,0
Sales,Manager,16595.0,No,5.0,45.0,6,3.0,0.6,18,No,103.71875,518.59375,0.09999999999999999,0
Sales,Sales Executive,8834.0,No,5.0,45.0,6,3.0,0.6,9,No,55.2125,276.0625,0.09999999999999999,0
Research & Development,Research Scientist,5577.0,Yes,15.0,55.0,3,3.0,0.6,10,No,34.85625,522.84375,0.0375,1
Sales,Sales Executive,4707.0,No,5.0,45.0,8,3.0,0.6,4,Yes,29.41875,147.09375,0.09999999999999999,0
Sales,Sales Representative,2400.0,No,5.0,45.0,8,3.0,0.6,2,No,15.0,75.0,0.09999999999999999,0
Research & Development,Healthcare Representative,9824.0,No,5.0,45.0,3,3.0,0.6,1,No,61.4,307.0,0.09999999999999999,0
Research & Development,Manufacturing Director,6447.0,No,5.0,45.0,4,3.0,0.6,6,No,40.29375,201.46875,0.09999999999999999,0
Research & Development,Research Director,19502.0,Yes,15.0,55.0,4,3.0,0.6,31,No,121.8875,1828.3125,0.0375,1
Research & Development,Research Scientist,2725.0,Yes,15.0,55.0,5,3.0,0.6,6,No,17.03125,255.46875,0.0375,1
Sales,Sales Executive,6272.0,No,5.0,45.0,8,4.0,0.8,5,No,39.2,196.0,0.13333333333333333,0
Research & Development,Laboratory Technician,2127.0,No,5.0,45.0,6,4.0,0.8,1,No,13.29375,66.46875,0.13333333333333333,0
Human Resources,Manager,18200.0,No,5.0,45.0,6,3.0,0.6,32,No,113.75,568.75,0.09999999999999999,0
Sales,Sales Representative,2096.0,No,5.0,45.0,3,3.0,0.6,7,No,13.1,65.5,0.09999999999999999,0
Research & Development,Laboratory Technician,2886.0,Yes,15.0,55.0,4,3.0,0.6,6,Yes,18.0375,270.5625,0.0375,1
Sales,Sales Representative,2033.0,No,5.0,45.0,6,3.0,0.6,1,Yes,12.70625,63.53125,0.09999999999999999,0
Research & Development,Research Scientist,3622.0,Yes,15.0,55.0,5,3.0,0.6,6,No,22.6375,339.5625,0.0375,1
Sales,Sales Executive,4233.0,No,5.0,45.0,4,3.0,0.6,3,Yes,26.45625,132.28125,0.09999999999999999,0
Research & Development,Laboratory Technician,3681.0,No,5.0,45.0,6,3.0,0.6,3,No,23.00625,115.03125,0.09999999999999999,0
Sales,Sales Executive,5460.0,No,5.0,45.0,3,4.0,0.8,7,No,34.125,170.625,0.13333333333333333,0
Research & Development,Research Scientist,2187.0,No,5.0,45.0,3,3.0,0.6,5,No,13.66875,68.34375,0.09999999999999999,0
Sales,Sales Executive,9602.0,Yes,15.0,55.0,4,3.0,0.6,3,No,60.0125,900.1875,0.0375,1
Research & Development,Research Scientist,2836.0,No,5.0,45.0,8,3.0,0.6,1,No,17.725,88.625,0.09999999999999999,0
Research & Development,Healthcare Representative,4089.0,No,5.0,45.0,8,3.0,0.6,10,No,25.55625,127.78125,0.09999999999999999,0
Research & Development,Research Director,16627.0,Yes,15.0,55.0,7,3.0,0.6,1,No,103.91875,1558.78125,0.0375,1
Research & Development,Research Scientist,2619.0,No,5.0,45.0,6,3.0,0.6,0,No,16.36875,81.84375,0.09999999999999999,0
Research & Development,Laboratory Technician,5679.0,Yes,15.0,55.0,6,3.0,0.6,8,No,35.49375,532.40625,0.0375,1
Research & Development,Manager,15402.0,No,5.0,45.0,8,3.0,0.6,3,No,96.2625,481.3125,0.09999999999999999,0
Human Resources,Human Resources,5985.0,No,5.0,45.0,4,3.0,0.6,2,No,37.40625,187.03125,0.09999999999999999,0
Sales,Sales Representative,2579.0,Yes,15.0,55.0,7,3.0,0.6,8,No,16.11875,241.78124999999997,0.0375,1
Sales,Sales Representative,3041.0,No,5.0,45.0,3,3.0,0.6,4,Yes,19.00625,95.03125,0.09999999999999999,0
Sales,Sales Representative,3447.0,No,5.0,45.0,8,3.0,0.6,3,No,21.54375,107.71875,0.09999999999999999,0
Research & Development,Manager,19513.0,Yes,15.0,55.0,8,3.0,0.6,2,No,121.95625,1829.34375,0.0375,1
Research & Development,Research Scientist,2773.0,No,5.0,45.0,4,4.0,0.8,2,No,17.33125,86.65625,0.13333333333333333,0
Sales,Sales Executive,7104.0,No,5.0,45.0,8,3.0,0.6,5,No,44.4,222.0,0.09999999999999999,0
Research & Development,Research Scientist,6322.0,Yes,15.0,55.0,7,3.0,0.6,6,No,39.5125,592.6875,0.0375,1
Research & Development,Research Scientist,2083.0,No,5.0,45.0,4,4.0,0.8,1,No,13.01875,65.09375,0.13333333333333333,0
Sales,Sales Executive,8381.0,No,5.0,45.0,6,4.0,0.8,14,No,52.38125,261.90625,0.13333333333333333,0
Research & Development,Research Scientist,2691.0,No,5.0,45.0,5,3.0,0.6,10,No,16.81875,84.09375,0.09999999999999999,0
Sales,Sales Executive,4286.0,No,5.0,45.0,6,3.0,0.6,1,Yes,26.7875,133.9375,0.09999999999999999,0
Research & Development,Laboratory Technician,2659.0,Yes,15.0,55.0,3,3.0,0.6,3,No,16.61875,249.28124999999997,0.0375,1
Research & Development,Manufacturing Director,9434.0,No,5.0,45.0,6,3.0,0.6,10,No,58.9625,294.8125,0.09999999999999999,0
Sales,Sales Executive,5561.0,No,5.0,45.0,4,3.0,0.6,6,No,34.75625,173.78125,0.09999999999999999,0
Research & Development,Research Scientist,6646.0,No,5.0,45.0,6,3.0,0.6,17,No,41.5375,207.6875,0.09999999999999999,0
Research & Development,Healthcare Representative,7725.0,No,5.0,45.0,8,4.0,0.8,13,No,48.28125,241.40625,0.13333333333333333,0
Human Resources,Human Resources,10725.0,No,5.0,45.0,7,3.0,0.6,9,No,67.03125,335.15625,0.09999999999999999,0
Research & Development,Manufacturing Director,8847.0,Yes,15.0,55.0,8,3.0,0.6,3,No,55.29375,829.40625,0.0375,1
Research & Development,Research Scientist,2045.0,No,5.0,45.0,6,3.0,0.6,4,No,12.78125,63.90625,0.09999999999999999,0
Research & Development,Research Scientist,1009.0,Yes,15.0,55.0,4,3.0,0.6,1,Yes,6.30625,94.59375,0.0375,1
Research & Development,Research Scientist,3348.0,Yes,15.0,55.0,6,3.0,0.6,10,Yes,20.925,313.875,0.0375,1
Research & Development,Laboratory Technician,1281.0,No,5.0,45.0,7,3.0,0.6,1,No,8.00625,40.03125,0.09999999999999999,0
Research & Development,Research Scientist,2819.0,No,5.0,45.0,8,3.0,0.6,3,No,17.61875,88.09375,0.09999999999999999,0
Sales,Sales Executive,4851.0,No,5.0,45.0,8,4.0,0.8,3,No,30.31875,151.59375,0.13333333333333333,0
Sales,Sales Executive,4028.0,No,5.0,45.0,6,4.0,0.8,7,No,25.175,125.875,0.13333333333333333,0
Research & Development,Research Scientist,2720.0,No,5.0,45.0,4,3.0,0.6,10,No,17.0,85.0,0.09999999999999999,0
Sales,Sales Executive,8120.0,No,5.0,45.0,6,3.0,0.6,2,No,50.75,253.75,0.09999999999999999,0
Sales,Sales Executive,4647.0,Yes,15.0,55.0,4,4.0,0.8,6,No,29.04375,435.65625,0.05,0
Research & Development,Research Scientist,4680.0,No,5.0,45.0,8,3.0,0.6,1,No,29.25,146.25,0.09999999999999999,0
Research & Development,Laboratory Technician,3221.0,Yes,15.0,55.0,6,3.0,0.6,20,No,20.13125,301.96875,0.0375,1
Research & Development,Healthcare Representative,8621.0,No,5.0,45.0,7,3.0,0.6,8,No,53.88125,269.40625,0.09999999999999999,0
Sales,Sales Executive,4577.0,No,5.0,45.0,5,3.0,0.6,2,Yes,28.60625,143.03125,0.09999999999999999,0
Research & Development,Healthcare Representative,4553.0,No,5.0,45.0,7,3.0,0.6,20,No,28.45625,142.28125,0.09999999999999999,0
Sales,Sales Executive,5396.0,No,5.0,45.0,3,3.0,0.6,10,No,33.725,168.625,0.09999999999999999,0
Sales,Sales Executive,6796.0,Yes,15.0,55.0,7,3.0,0.6,4,Yes,42.475,637.125,0.0375,1
Research & Development,Healthcare Representative,7625.0,No,5.0,45.0,6,3.0,0.6,9,No,47.65625,238.28125,0.09999999999999999,0
Research & Development,Manufacturing Director,7412.0,No,5.0,45.0,7,3.0,0.6,9,No,46.325,231.625,0.09999999999999999,0
Research & Development,Research Director,11159.0,No,5.0,45.0,7,3.0,0.6,7,No,69.74375,348.71875,0.09999999999999999,0
Sales,Sales Executive,4960.0,No,5.0,45.0,5,3.0,0.6,7,No,31.0,155.0,0.09999999999999999,0
Sales,Sales Executive,10475.0,Yes,15.0,55.0,3,4.0,0.8,18,No,65.46875,982.03125,0.05,0
Research & Development,Research Director,14814.0,No,5.0,45.0,4,3.0,0.6,5,No,92.5875,462.9375,0.09999999999999999,0
Human Resources,Manager,19141.0,No,5.0,45.0,7,3.0,0.6,21,No,119.63125,598.15625,0.09999999999999999,0
Sales,Sales Executive,5405.0,No,5.0,45.0,6,3.0,0.6,2,No,33.78125,168.90625,0.09999999999999999,0
Research & Development,Manufacturing Director,8793.0,No,5.0,45.0,3,4.0,0.8,9,No,54.95625,274.78125,0.13333333333333333,0
Human Resources,Manager,19189.0,No,5.0,45.0,5,3.0,0.6,22,No,119.93125,599.65625,0.09999999999999999,0
Sales,Sales Representative,3875.0,No,5.0,45.0,4,3.0,0.6,2,No,24.21875,121.09375,0.09999999999999999,0
Research & Development,Research Scientist,2216.0,Yes,15.0,55.0,8,3.0,0.6,7,Yes,13.85,207.75,0.0375,1
Research & Development,Research Director,11713.0,No,5.0,45.0,6,3.0,0.6,8,No,73.20625,366.03125,0.09999999999999999,0
Research & Development,Manufacturing Director,7861.0,Yes,15.0,55.0,8,3.0,0.6,1,No,49.13125,736.96875,0.0375,1
Research & Development,Laboratory Technician,3708.0,No,5.0,45.0,5,3.0,0.6,5,No,23.175,115.875,0.09999999999999999,0
Sales,Sales Executive,13770.0,Yes,15.0,55.0,3,3.0,0.6,22,No,86.0625,1290.9375,0.0375,1
Sales,Sales Executive,5304.0,No,5.0,45.0,4,4.0,0.8,8,No,33.15,165.75,0.13333333333333333,0
Sales,Sales Representative,2642.0,No,5.0,45.0,7,3.0,0.6,1,No,16.5125,82.5625,0.09999999999999999,0
Research & Development,Research Scientist,2759.0,Yes,15.0,55.0,3,3.0,0.6,2,Yes,17.24375,258.65625,0.0375,1
Sales,Sales Executive,6804.0,No,5.0,45.0,6,3.0,0.6,2,No,42.525,212.625,0.09999999999999999,0
Research & Development,Healthcare Representative,6142.0,No,5.0,45.0,6,3.0,0.6,5,No,38.3875,191.9375,0.09999999999999999,0
Research & Development,Laboratory Technician,2500.0,No,5.0,45.0,8,3.0,0.6,4,No,15.625,78.125,0.09999999999999999,0
Human Resources,Human Resources,6389.0,No,5.0,45.0,6,3.0,0.6,8,No,39.93125,199.65625,0.09999999999999999,0
Research & Development,Healthcare Representative,11103.0,No,5.0,45.0,4,3.0,0.6,10,No,69.39375,346.96875,0.09999999999999999,0
Research & Development,Research Scientist,2342.0,Yes,15.0,55.0,4,4.0,0.8,4,No,14.6375,219.5625,0.05,0
Research & Development,Healthcare Representative,6811.0,No,5.0,45.0,6,3.0,0.6,7,No,42.56875,212.84375,0.09999999999999999,0
Sales,Sales Representative,2297.0,No,5.0,45.0,5,3.0,0.6,2,No,14.35625,71.78125,0.09999999999999999,0
Research & Development,Laboratory Technician,2450.0,No,5.0,45.0,6,3.0,0.6,2,No,15.3125,76.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,5093.0,No,5.0,45.0,8,3.0,0.6,1,No,31.83125,159.15625,0.09999999999999999,0
Research & Development,Laboratory Technician,5309.0,No,5.0,45.0,5,3.0,0.6,10,No,33.18125,165.90625,0.09999999999999999,0
Research & Development,Research Scientist,3057.0,Yes,15.0,55.0,6,3.0,0.6,1,No,19.10625,286.59375,0.0375,1
Research & Development,Manufacturing Director,5121.0,No,5.0,45.0,8,3.0,0.6,0,No,32.00625,160.03125,0.09999999999999999,0
Sales,Manager,16856.0,No,5.0,45.0,4,3.0,0.6,34,No,105.35,526.75,0.09999999999999999,0
Research & Development,Research Scientist,2686.0,Yes,15.0,55.0,7,3.0,0.6,10,Yes,16.7875,251.81250000000003,0.0375,1
Sales,Sales Executive,6180.0,No,5.0,45.0,7,4.0,0.8,6,No,38.625,193.125,0.13333333333333333,0
Sales,Sales Representative,6632.0,No,5.0,45.0,4,3.0,0.6,8,No,41.45,207.25,0.09999999999999999,0
Research & Development,Research Scientist,3505.0,No,5.0,45.0,6,3.0,0.6,2,No,21.90625,109.53125,0.09999999999999999,0
Sales,Sales Executive,6397.0,Yes,15.0,55.0,6,3.0,0.6,5,Yes,39.98125,599.71875,0.0375,1
Sales,Sales Executive,6274.0,No,5.0,45.0,4,4.0,0.8,6,No,39.2125,196.0625,0.13333333333333333,0
Research & Development,Manager,19859.0,Yes,15.0,55.0,7,3.0,0.6,5,Yes,124.11875,1861.78125,0.0375,1
Sales,Sales Executive,7587.0,No,5.0,45.0,6,3.0,0.6,10,No,47.41875,237.09375,0.09999999999999999,0
Research & Development,Research Scientist,4258.0,No,5.0,45.0,5,3.0,0.6,4,No,26.6125,133.0625,0.09999999999999999,0
Research & Development,Laboratory Technician,4364.0,No,5.0,45.0,3,3.0,0.6,2,No,27.275,136.375,0.09999999999999999,0
Research & Development,Healthcare Representative,4335.0,No,5.0,45.0,7,3.0,0.6,8,No,27.09375,135.46875,0.09999999999999999,0
Sales,Sales Executive,5326.0,No,5.0,45.0,4,3.0,0.6,4,Yes,33.2875,166.4375,0.09999999999999999,0
Research & Development,Research Scientist,3280.0,No,5.0,45.0,8,3.0,0.6,4,No,20.5,102.5,0.09999999999999999,0
Research & Development,Manufacturing Director,5485.0,Yes,15.0,55.0,4,3.0,0.6,5,No,34.28125,514.21875,0.0375,1
Sales,Sales Executive,4342.0,No,5.0,45.0,5,3.0,0.6,4,No,27.1375,135.6875,0.09999999999999999,0
Research & Development,Research Scientist,2782.0,Yes,15.0,55.0,3,3.0,0.6,5,No,17.3875,260.8125,0.0375,1
Research & Development,Manufacturing Director,5980.0,Yes,15.0,55.0,4,3.0,0.6,15,No,37.375,560.625,0.0375,1
Research & Development,Research Scientist,4381.0,No,5.0,45.0,8,3.0,0.6,6,No,27.38125,136.90625,0.09999999999999999,0
Sales,Sales Representative,2572.0,No,5.0,45.0,7,3.0,0.6,3,No,16.075,80.375,0.09999999999999999,0
Research & Development,Laboratory Technician,3833.0,No,5.0,45.0,3,4.0,0.8,2,No,23.95625,119.78125,0.13333333333333333,0
Research & Development,Healthcare Representative,4244.0,No,5.0,45.0,5,4.0,0.8,8,No,26.525,132.625,0.13333333333333333,0
Sales,Sales Executive,6500.0,No,5.0,45.0,7,3.0,0.6,3,No,40.625,203.125,0.09999999999999999,0
Research & Development,Manager,18430.0,No,5.0,45.0,5,3.0,0.6,24,No,115.1875,575.9375,0.09999999999999999,0
Research & Development,Laboratory Technician,1601.0,Yes,15.0,55.0,5,4.0,0.8,0,Yes,10.00625,150.09375,0.05,0
Research & Development,Laboratory Technician,2694.0,No,5.0,45.0,3,3.0,0.6,1,No,16.8375,84.1875,0.09999999999999999,0
Research & Development,Laboratory Technician,3149.0,No,5.0,45.0,3,4.0,0.8,5,No,19.68125,98.40625,0.13333333333333333,0
Research & Development,Research Director,17639.0,No,5.0,45.0,6,3.0,0.6,4,No,110.24375,551.21875,0.09999999999999999,0
Research & Development,Laboratory Technician,2319.0,Yes,15.0,55.0,5,3.0,0.6,1,Yes,14.49375,217.40625,0.0375,1
Research & Development,Research Director,11691.0,No,5.0,45.0,8,3.0,0.6,13,No,73.06875,365.34375,0.09999999999999999,0
Sales,Sales Executive,5324.0,No,5.0,45.0,8,3.0,0.6,3,Yes,33.275,166.375,0.09999999999999999,0
Research & Development,Manager,16752.0,Yes,15.0,55.0,8,3.0,0.6,26,No,104.7,1570.5,0.0375,1
Research & Development,Manufacturing Director,5228.0,No,5.0,45.0,4,3.0,0.6,9,No,32.675,163.375,0.09999999999999999,0
Research & Development,Research Scientist,2700.0,No,5.0,45.0,3,4.0,0.8,10,No,16.875,84.375,0.13333333333333333,0
Research & Development,Research Director,19246.0,Yes,15.0,55.0,4,3.0,0.6,31,Yes,120.2875,1804.3125,0.0375,1
Research & Development,Research Scientist,2506.0,No,5.0,45.0,8,3.0,0.6,2,No,15.6625,78.3125,0.09999999999999999,0
Research & Development,Manufacturing Director,6062.0,Yes,15.0,55.0,3,3.0,0.6,4,No,37.8875,568.3125,0.0375,1
Research & Development,Research Scientist,4382.0,No,5.0,45.0,3,3.0,0.6,2,Yes,27.3875,136.9375,0.09999999999999999,0
Human Resources,Human Resources,2143.0,No,5.0,45.0,7,3.0,0.6,5,No,13.39375,66.96875,0.09999999999999999,0
Research & Development,Manufacturing Director,6162.0,No,5.0,45.0,4,3.0,0.6,14,No,38.5125,192.5625,0.09999999999999999,0
Research & Development,Laboratory Technician,5094.0,No,5.0,45.0,7,3.0,0.6,1,No,31.8375,159.1875,0.09999999999999999,0
Research & Development,Manufacturing Director,6877.0,Yes,15.0,55.0,8,4.0,0.8,0,No,42.98125,644.71875,0.05,0
Research & Development,Research Scientist,2274.0,No,5.0,45.0,3,3.0,0.6,1,No,14.2125,71.0625,0.09999999999999999,0
Research & Development,Manufacturing Director,4434.0,No,5.0,45.0,8,3.0,0.6,9,No,27.7125,138.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,6288.0,No,5.0,45.0,6,3.0,0.6,4,No,39.3,196.5,0.09999999999999999,0
Research & Development,Research Scientist,2553.0,No,5.0,45.0,7,3.0,0.6,5,No,15.95625,79.78125,0.09999999999999999,0
Sales,Sales Executive,7654.0,No,5.0,45.0,3,3.0,0.6,9,Yes,47.8375,239.1875,0.09999999999999999,0
Sales,Sales Executive,5160.0,No,5.0,45.0,5,3.0,0.6,9,Yes,32.25,161.25,0.09999999999999999,0
Research & Development,Research Director,17159.0,No,5.0,45.0,6,4.0,0.8,4,No,107.24375,536.21875,0.13333333333333333,0
Research & Development,Research Director,12808.0,Yes,15.0,55.0,7,3.0,0.6,9,No,80.05,1200.75,0.0375,1
Research & Development,Manufacturing Director,10221.0,No,5.0,45.0,8,4.0,0.8,8,No,63.88125,319.40625,0.13333333333333333,0
Sales,Sales Executive,4779.0,Yes,15.0,55.0,4,4.0,0.8,8,No,29.86875,448.03125,0.05,0
Human Resources,Human Resources,3737.0,No,5.0,45.0,6,3.0,0.6,3,No,23.35625,116.78125,0.09999999999999999,0
Research & Development,Research Scientist,2366.0,Yes,15.0,55.0,6,3.0,0.6,8,Yes,14.7875,221.8125,0.0375,1
Research & Development,Research Scientist,1706.0,No,5.0,45.0,4,3.0,0.6,0,No,10.6625,53.3125,0.09999999999999999,0
Sales,Manager,16307.0,No,5.0,45.0,8,3.0,0.6,20,No,101.91875,509.59375,0.09999999999999999,0
Research & Development,Healthcare Representative,5933.0,No,5.0,45.0,3,3.0,0.6,5,No,37.08125,185.40625,0.09999999999999999,0
Research & Development,Research Scientist,3424.0,No,5.0,45.0,3,3.0,0.6,4,No,21.4,107.0,0.09999999999999999,0
Sales,Sales Executive,4037.0,No,5.0,45.0,7,4.0,0.8,9,No,25.23125,126.15625,0.13333333333333333,0
Research & Development,Research Scientist,2559.0,No,5.0,45.0,6,3.0,0.6,6,No,15.99375,79.96875,0.09999999999999999,0
Sales,Sales Executive,6201.0,Yes,15.0,55.0,7,3.0,0.6,18,No,38.75625,581.34375,0.0375,1
Sales,Sales Executive,4403.0,No,5.0,45.0,8,3.0,0.6,5,No,27.51875,137.59375,0.09999999999999999,0
Research & Development,Research Scientist,3761.0,No,5.0,45.0,5,3.0,0.6,5,No,23.50625,117.53125,0.09999999999999999,0
Sales,Sales Executive,10934.0,Yes,15.0,55.0,8,3.0,0.6,5,No,68.3375,1025.0625,0.0375,1
Sales,Sales Executive,10761.0,Yes,15.0,55.0,3,3.0,0.6,5,No,67.25625,1008.8437499999999,0.0375,1
Research & Development,Research Scientist,5175.0,No,5.0,45.0,5,3.0,0.6,5,No,32.34375,161.71875,0.09999999999999999,0
Research & Development,Manufacturing Director,13826.0,No,5.0,45.0,5,4.0,0.8,9,No,86.4125,432.0625,0.13333333333333333,0
Sales,Sales Executive,6334.0,No,5.0,45.0,4,3.0,0.6,1,No,39.5875,197.9375,0.09999999999999999,0
Human Resources,Human Resources,4936.0,No,5.0,45.0,6,3.0,0.6,5,No,30.85,154.25,0.09999999999999999,0
Research & Development,Manufacturing Director,4775.0,No,5.0,45.0,4,4.0,0.8,2,No,29.84375,149.21875,0.13333333333333333,0
Research & Development,Laboratory Technician,2818.0,Yes,15.0,55.0,3,4.0,0.8,3,No,17.6125,264.1875,0.05,0
Research & Development,Research Scientist,2515.0,Yes,15.0,55.0,7,3.0,0.6,2,No,15.71875,235.78125,0.0375,1
Human Resources,Human Resources,2342.0,No,5.0,45.0,4,4.0,0.8,5,No,14.6375,73.1875,0.13333333333333333,0
Sales,Sales Executive,4194.0,Yes,15.0,55.0,3,3.0,0.6,5,No,26.2125,393.1875,0.0375,1
Research & Development,Manufacturing Director,10685.0,Yes,15.0,55.0,7,4.0,0.8,17,No,66.78125,1001.71875,0.05,0
Research & Development,Research Scientist,2022.0,Yes,15.0,55.0,4,3.0,0.6,10,Yes,12.6375,189.5625,0.0375,1
Research & Development,Laboratory Technician,2314.0,No,5.0,45.0,5,3.0,0.6,3,No,14.4625,72.3125,0.09999999999999999,0
Sales,Sales Executive,4256.0,No,5.0,45.0,6,3.0,0.6,5,No,26.6,133.0,0.09999999999999999,0
Research & Development,Research Scientist,3580.0,No,5.0,45.0,7,3.0,0.6,4,No,22.375,111.875,0.09999999999999999,0
Research & Development,Laboratory Technician,3162.0,No,5.0,45.0,6,3.0,0.6,5,No,19.7625,98.8125,0.09999999999999999,0
Sales,Sales Executive,6524.0,No,5.0,45.0,5,3.0,0.6,10,No,40.775,203.875,0.09999999999999999,0
Sales,Sales Representative,2899.0,No,5.0,45.0,4,3.0,0.6,2,No,18.11875,90.59375,0.09999999999999999,0
Research & Development,Laboratory Technician,5231.0,Yes,15.0,55.0,4,3.0,0.6,5,No,32.69375,490.40625,0.0375,1
Research & Development,Research Scientist,2356.0,Yes,15.0,55.0,4,3.0,0.6,6,No,14.725,220.875,0.0375,1
Sales,Sales Representative,2800.0,Yes,15.0,55.0,7,3.0,0.6,3,Yes,17.5,262.5,0.0375,1
Sales,Sales Executive,11836.0,No,5.0,45.0,8,3.0,0.6,2,No,73.975,369.875,0.09999999999999999,0
Research & Development,Manufacturing Director,10903.0,No,5.0,45.0,3,3.0,0.6,13,No,68.14375,340.71875,0.09999999999999999,0
Sales,Sales Representative,2973.0,No,5.0,45.0,4,3.0,0.6,5,No,18.58125,92.90625,0.09999999999999999,0
Research & Development,Research Director,14275.0,No,5.0,45.0,7,3.0,0.6,12,No,89.21875,446.09375,0.09999999999999999,0
Research & Development,Healthcare Representative,5562.0,No,5.0,45.0,7,3.0,0.6,5,No,34.7625,173.8125,0.09999999999999999,0
Sales,Sales Executive,4537.0,Yes,15.0,55.0,5,4.0,0.8,7,No,28.35625,425.34375,0.05,0
Sales,Sales Executive,7642.0,Yes,15.0,55.0,6,3.0,0.6,10,No,47.7625,716.4375,0.0375,1
Research & Development,Manager,17924.0,No,5.0,45.0,7,3.0,0.6,31,No,112.025,560.125,0.09999999999999999,0
Human Resources,Human Resources,5204.0,No,5.0,45.0,8,3.0,0.6,5,No,32.525,162.625,0.09999999999999999,0
Human Resources,Human Resources,2277.0,Yes,15.0,55.0,7,3.0,0.6,4,No,14.23125,213.46875,0.0375,1
Research & Development,Laboratory Technician,2795.0,Yes,15.0,55.0,5,4.0,0.8,1,Yes,17.46875,262.03125,0.05,0
Research & Development,Laboratory Technician,2532.0,No,5.0,45.0,6,3.0,0.6,4,No,15.825,79.125,0.09999999999999999,0
Research & Development,Research Scientist,2559.0,Yes,15.0,55.0,7,3.0,0.6,8,No,15.99375,239.90625,0.0375,1
Sales,Sales Executive,4908.0,No,5.0,45.0,5,3.0,0.6,4,No,30.675,153.375,0.09999999999999999,0
Research & Development,Laboratory Technician,2380.0,Yes,15.0,55.0,3,3.0,0.6,1,Yes,14.875,223.125,0.0375,1
Research & Development,Manufacturing Director,4765.0,No,5.0,45.0,7,4.0,0.8,1,No,29.78125,148.90625,0.13333333333333333,0
Sales,Sales Representative,2044.0,No,5.0,45.0,5,3.0,0.6,2,Yes,12.775,63.875,0.09999999999999999,0
Research & Development,Research Scientist,2693.0,No,5.0,45.0,6,3.0,0.6,1,Yes,16.83125,84.15625,0.09999999999999999,0
Research & Development,Healthcare Representative,6586.0,Yes,15.0,55.0,8,3.0,0.6,16,No,41.1625,617.4375,0.0375,1
Sales,Sales Representative,3294.0,Yes,15.0,55.0,6,3.0,0.6,3,No,20.5875,308.8125,0.0375,1
Research & Development,Manufacturing Director,4171.0,Yes,15.0,55.0,3,3.0,0.6,3,Yes,26.06875,391.03125,0.0375,1
Research & Development,Laboratory Technician,2778.0,Yes,15.0,55.0,3,3.0,0.6,7,Yes,17.3625,260.4375,0.0375,1
Research & Development,Research Scientist,2377.0,No,5.0,45.0,5,3.0,0.6,2,No,14.85625,74.28125,0.09999999999999999,0
Research & Development,Laboratory Technician,2404.0,Yes,15.0,55.0,4,4.0,0.8,2,Yes,15.025,225.375,0.05,0
Research & Development,Research Scientist,2318.0,No,5.0,45.0,4,3.0,0.6,1,No,14.4875,72.4375,0.09999999999999999,0
